Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:464
Object::connect: No such slot HQApplication::UpdateMenus() in HQApplication.cpp:473


Warning (60/203) from HOOPS routine 'Update_Display' -

	  This copy of HOOPS has not been licensed for commercial
	  development or distribution purposes.	 Copying is prohibited.
	  To obtain rights to develop and/or distribute applications
	  based on HOOPS, please contact Tech Soft 3D at
	  510-883-2180 or email hoops@techsoft3d.com
Time for 834000 slices:3251.731906
Time for 835000 slices:3252.047397
Time for 836000 slices:3252.356918
Time for 837000 slices:3252.650705
Time for 838000 slices:3252.952163
Time for 839000 slices:3253.262653
Time for 840000 slices:3253.584209
Time for 841000 slices:3253.894077
Time for 842000 slices:3254.204898
Time for 843000 slices:3254.534616
Time for 844000 slices:3254.886900
Time for 845000 slices:3255.237255
Time for 846000 slices:3255.590896
Time for 847000 slices:3255.958311
Time for 848000 slices:3256.323162
Time for 849000 slices:3256.683904
Time for 850000 slices:3257.030493
Time for 851000 slices:3257.387908
Time for 852000 slices:3280.958027
Time for 853000 slices:3281.256656
Time for 854000 slices:3281.565725
Time for 855000 slices:3281.847250
Time for 856000 slices:3282.149573
Time for 857000 slices:3282.448512
Time for 858000 slices:3282.769202
Time for 859000 slices:3283.069744
Time for 860000 slices:3283.370040
Time for 861000 slices:3283.689102
Time for 862000 slices:3284.008341
Time for 863000 slices:3284.338898
Time for 864000 slices:3284.671996
Time for 865000 slices:3285.002004
Time for 866000 slices:3285.368008
Time for 867000 slices:3285.710945
Time for 868000 slices:3286.072439
Time for 869000 slices:3286.446437
Time for 870000 slices:3286.824541
Time for 871000 slices:3287.205232
Time for 872000 slices:3287.580973
Time for 873000 slices:3287.952153
Time for 874000 slices:3288.341155
Time for 875000 slices:3288.721090
Time for 876000 slices:3312.521770
Time for 877000 slices:3312.844685
Time for 878000 slices:3313.156165
Time for 879000 slices:3313.483908
Time for 880000 slices:3313.835297
Time for 881000 slices:3314.165725
Time for 882000 slices:3314.504025
Time for 883000 slices:3314.856738
Time for 884000 slices:3315.220682
Time for 885000 slices:3315.562347
Time for 886000 slices:3315.928228
Time for 887000 slices:3316.287068
Time for 888000 slices:3316.652532
Time for 889000 slices:3317.012349
Time for 890000 slices:3317.345921
Time for 891000 slices:3317.663227
Time for 892000 slices:3317.987598
Time for 893000 slices:3318.321867
Time for 894000 slices:3318.679286
Time for 895000 slices:3319.023330
Time for 896000 slices:3319.376525
Time for 897000 slices:3319.737194
Time for 898000 slices:3320.096689
Time for 899000 slices:3343.936178
Time for 900000 slices:3344.253736
Time for 901000 slices:3344.523506
Time for 902000 slices:3344.799651
Time for 903000 slices:3345.076594
Time for 904000 slices:3345.369533
Time for 905000 slices:3345.674891
Time for 906000 slices:3345.968042
Time for 907000 slices:3346.258181
Time for 908000 slices:3346.542343
Time for 909000 slices:3346.842601
Time for 910000 slices:3347.142071
Time for 911000 slices:3347.445954
Time for 912000 slices:3347.767672
Time for 913000 slices:3348.091981
Time for 914000 slices:3348.415346
Time for 915000 slices:3348.746700
Time for 916000 slices:3349.078366
Time for 917000 slices:3349.394840
Time for 918000 slices:3349.722906
Time for 919000 slices:3350.075234
Time for 920000 slices:3350.423144
Time for 921000 slices:3373.968451
Time for 922000 slices:3374.250592
Time for 923000 slices:3374.538117
Time for 924000 slices:3374.837364
Time for 925000 slices:3375.150638
Time for 926000 slices:3375.455204
Time for 927000 slices:3375.740582
Time for 928000 slices:3376.028955
Time for 929000 slices:3376.331267
Time for 930000 slices:3376.644886
Time for 931000 slices:3376.958812
Time for 932000 slices:3377.286014
Time for 933000 slices:3377.613589
Time for 934000 slices:3377.945408
Time for 935000 slices:3378.259071
Time for 936000 slices:3378.581575
Time for 937000 slices:3378.910005
Time for 938000 slices:3379.236996
Time for 939000 slices:3379.571575
Time for 940000 slices:3379.928429
Time for 941000 slices:3380.284280
Time for 942000 slices:3380.649810
Time for 943000 slices:3381.031734
Time for 944000 slices:3381.399899
Time for 945000 slices:3405.086008
Time for 946000 slices:3405.367404
Time for 947000 slices:3405.654271
Time for 948000 slices:3405.979574
Time for 949000 slices:3406.275111
Time for 950000 slices:3406.582869
Time for 951000 slices:3406.887608
Time for 952000 slices:3407.214403
Time for 953000 slices:3407.540096
Time for 954000 slices:3407.864301
Time for 955000 slices:3408.192498
Time for 956000 slices:3408.528870
Time for 957000 slices:3408.910656
Time for 958000 slices:3409.274341
Time for 959000 slices:3409.621572
Time for 960000 slices:3409.992269
Time for 961000 slices:3410.354773
Time for 962000 slices:3410.705283
Time for 963000 slices:3434.052296
Time for 964000 slices:3434.340870
Time for 965000 slices:3434.626408
Time for 966000 slices:3434.896629
Time for 967000 slices:3435.168616
Time for 968000 slices:3435.453392
Time for 969000 slices:3435.762709
Time for 970000 slices:3436.051348
Time for 971000 slices:3436.343242
Time for 972000 slices:3436.633456
Time for 973000 slices:3436.935165
Time for 974000 slices:3437.237472
Time for 975000 slices:3437.546763
Time for 976000 slices:3437.847913
Time for 977000 slices:3438.157525
Time for 978000 slices:3438.480160
Time for 979000 slices:3438.827701
Time for 980000 slices:3439.170526
Time for 981000 slices:3439.530561
Time for 982000 slices:3439.887493
Time for 983000 slices:3440.254265
Time for 984000 slices:3440.631871
Time for 985000 slices:3440.969707
Time for 986000 slices:3441.307292
Time for 987000 slices:3441.653207
Time for 988000 slices:3442.007795
Time for 989000 slices:3465.575206
Time for 990000 slices:3465.874397
Time for 991000 slices:3466.162887
Time for 992000 slices:3466.439837
Time for 993000 slices:3466.723867
Time for 994000 slices:3467.029595
Time for 995000 slices:3467.324185
Time for 996000 slices:3467.620619
Time for 997000 slices:3467.922600
Time for 998000 slices:3468.234596
Time for 999000 slices:3468.549394
Time for 1000000 slices:3468.866851
Time for 1001000 slices:3469.197627
Time for 1002000 slices:3469.521219
Time for 1003000 slices:3469.866900
Time for 1004000 slices:3470.185047
Time for 1005000 slices:3470.527906
Time for 1006000 slices:3470.877889
Time for 1007000 slices:3471.222988
Time for 1008000 slices:3471.554932
Time for 1009000 slices:3495.202614
Time for 1010000 slices:3495.496328
Time for 1011000 slices:3495.768187
Time for 1012000 slices:3496.039388
Time for 1013000 slices:3496.333502
Time for 1014000 slices:3496.624348
Time for 1015000 slices:3496.913346
Time for 1016000 slices:3497.257900
Time for 1017000 slices:3497.586549
Time for 1018000 slices:3497.922116
Time for 1019000 slices:3498.265207
Time for 1020000 slices:3498.617800
Time for 1021000 slices:3498.953291
Time for 1022000 slices:3499.292876
Time for 1023000 slices:3499.626562
Time for 1024000 slices:3499.973796
Time for 1025000 slices:3500.337471
Time for 1026000 slices:3500.712466
Time for 1027000 slices:3501.107400
Time for 1028000 slices:3501.495009
Time for 1029000 slices:3501.918948
Time for 1030000 slices:3502.366295
Time for 1031000 slices:3502.809260
Time for 1032000 slices:3526.545151
Time for 1033000 slices:3526.855879
Time for 1034000 slices:3527.166613
Time for 1035000 slices:3527.482088
Time for 1036000 slices:3527.802588
Time for 1037000 slices:3528.164195
Time for 1038000 slices:3528.525894
Time for 1039000 slices:3528.898889
Time for 1040000 slices:3529.256948
Time for 1041000 slices:3529.616244
Time for 1042000 slices:3529.923726
Time for 1043000 slices:3530.220572
Time for 1044000 slices:3530.539162
Time for 1045000 slices:3530.850987
Time for 1046000 slices:3531.177205
Time for 1047000 slices:3531.494216
Time for 1048000 slices:3531.831854
Time for 1049000 slices:3532.162784
Time for 1050000 slices:3532.482465
Time for 1051000 slices:3532.814348
Time for 1052000 slices:3533.143330
Time for 1053000 slices:3533.490704
Time for 1054000 slices:3533.840468
Time for 1055000 slices:3534.200849
Time for 1056000 slices:3534.583739
Time for 1057000 slices:3534.987013
Time for 1058000 slices:3558.917048
Time for 1059000 slices:3559.197000
Time for 1060000 slices:3559.477209
Time for 1061000 slices:3559.762236
Time for 1062000 slices:3560.046240
Time for 1063000 slices:3560.328300
Time for 1064000 slices:3560.613847
Time for 1065000 slices:3560.916843
Time for 1066000 slices:3561.245701
Time for 1067000 slices:3561.554167
Time for 1068000 slices:3561.877283
Time for 1069000 slices:3562.183603
Time for 1070000 slices:3562.510231
Time for 1071000 slices:3562.832306
Time for 1072000 slices:3563.176330
Time for 1073000 slices:3563.519976
Time for 1074000 slices:3563.857525
Time for 1075000 slices:3564.217325
Time for 1076000 slices:3587.801692
Time for 1077000 slices:3588.085014
Time for 1078000 slices:3588.384464
Time for 1079000 slices:3588.688395
Time for 1080000 slices:3588.964750
Time for 1081000 slices:3589.228496
Time for 1082000 slices:3589.496323
Time for 1083000 slices:3589.772019
Time for 1084000 slices:3590.064396
Time for 1085000 slices:3590.387728
Time for 1086000 slices:3590.684262
Time for 1087000 slices:3590.991233
Time for 1088000 slices:3591.303830
Time for 1089000 slices:3591.602390
Time for 1090000 slices:3591.895752
Time for 1091000 slices:3592.187143
Time for 1092000 slices:3592.507516
Time for 1093000 slices:3592.833356
Time for 1094000 slices:3593.173089
Time for 1095000 slices:3593.504992
Time for 1096000 slices:3593.837032
Time for 1097000 slices:3594.174819
Time for 1098000 slices:3594.527091
Time for 1099000 slices:3594.923641
Time for 1100000 slices:3595.284351
Time for 1101000 slices:3618.998035
Time for 1102000 slices:3619.261628
Time for 1103000 slices:3619.524116
Time for 1104000 slices:3619.811143
Time for 1105000 slices:3620.117953
Time for 1106000 slices:3620.465847
Time for 1107000 slices:3620.775901
Time for 1108000 slices:3621.090841
Time for 1109000 slices:3621.390952
Time for 1110000 slices:3621.714587
Time for 1111000 slices:3622.036802
Time for 1112000 slices:3622.345427
Time for 1113000 slices:3622.662549
Time for 1114000 slices:3622.984075
Time for 1115000 slices:3623.317118
Time for 1116000 slices:3623.655104
Time for 1117000 slices:3624.018813
Time for 1118000 slices:3624.378517
Time for 1119000 slices:3624.706726
Time for 1120000 slices:3648.148541
Time for 1121000 slices:3648.433621
Time for 1122000 slices:3648.706417
Time for 1123000 slices:3648.987591
Time for 1124000 slices:3649.258358
Time for 1125000 slices:3649.544864
Time for 1126000 slices:3649.824005
Time for 1127000 slices:3650.102725
Time for 1128000 slices:3650.401417
Time for 1129000 slices:3650.705290
Time for 1130000 slices:3651.008099
Time for 1131000 slices:3651.304663
Time for 1132000 slices:3652.127586
Time for 1133000 slices:3652.474871
Time for 1134000 slices:3652.789699
Time for 1135000 slices:3653.099925
Time for 1136000 slices:3653.408701
Time for 1137000 slices:3653.733619
Time for 1138000 slices:3654.060754
Time for 1139000 slices:3654.408648
Time for 1140000 slices:3654.754680
Time for 1141000 slices:3655.113579
Time for 1142000 slices:3655.488715
Time for 1143000 slices:3655.857502
Time for 1144000 slices:3656.217125
Time for 1145000 slices:3656.561299
Time for 1146000 slices:3680.211666
Time for 1147000 slices:3680.504450
Time for 1148000 slices:3680.798087
Time for 1149000 slices:3681.100676
Time for 1150000 slices:3681.405221
Time for 1151000 slices:3681.716922
Time for 1152000 slices:3682.029010
Time for 1153000 slices:3682.403841
Time for 1154000 slices:3682.730533
Time for 1155000 slices:3683.060575
Time for 1156000 slices:3683.395211
Time for 1157000 slices:3683.702055
Time for 1158000 slices:3684.015642
Time for 1159000 slices:3684.329618
Time for 1160000 slices:3684.658191
Time for 1161000 slices:3684.974258
Time for 1162000 slices:3685.288322
Time for 1163000 slices:3685.613542
Time for 1164000 slices:3685.934782
Time for 1165000 slices:3686.263896
Time for 1166000 slices:3686.595228
Time for 1167000 slices:3710.359734
Time for 1168000 slices:3710.636471
Time for 1169000 slices:3710.914854
Time for 1170000 slices:3711.202967
Time for 1171000 slices:3711.506274
Time for 1172000 slices:3711.806080
Time for 1173000 slices:3712.104030
Time for 1174000 slices:3712.407807
Time for 1175000 slices:3712.773121
Time for 1176000 slices:3713.073952
Time for 1177000 slices:3713.388855
Time for 1178000 slices:3713.720371
Time for 1179000 slices:3714.041734
Time for 1180000 slices:3714.382639
Time for 1181000 slices:3714.728238
Time for 1182000 slices:3715.077408
Time for 1183000 slices:3715.429125
Time for 1184000 slices:3715.784650
Time for 1185000 slices:3716.155359
Time for 1186000 slices:3716.506400
Time for 1187000 slices:3716.884260
Time for 1188000 slices:3740.677987
Time for 1189000 slices:3740.979328
Time for 1190000 slices:3741.275681
Time for 1191000 slices:3741.587888
Time for 1192000 slices:3741.896732
Time for 1193000 slices:3742.195863
Time for 1194000 slices:3742.507960
Time for 1195000 slices:3742.803840
Time for 1196000 slices:3743.096365
Time for 1197000 slices:3743.387498
Time for 1198000 slices:3743.689810
Time for 1199000 slices:3743.989838
Time for 1200000 slices:3744.289754
Time for 1201000 slices:3744.608549
Time for 1202000 slices:3744.931809
Time for 1203000 slices:3745.273927
Time for 1204000 slices:3745.605320
Time for 1205000 slices:3745.938697
Time for 1206000 slices:3746.280789
Time for 1207000 slices:3746.617843
Time for 1208000 slices:3746.969741
Time for 1209000 slices:3747.330294
Time for 1210000 slices:3747.705470
Time for 1211000 slices:3771.584860
Time for 1212000 slices:3771.881710
Time for 1213000 slices:3772.177861
Time for 1214000 slices:3772.460717
Time for 1215000 slices:3772.738910
Time for 1216000 slices:3773.020342
Time for 1217000 slices:3773.302520
Time for 1218000 slices:3773.590882
Time for 1219000 slices:3773.891779
Time for 1220000 slices:3774.196496
Time for 1221000 slices:3774.515267
Time for 1222000 slices:3774.885660
Time for 1223000 slices:3775.221176
Time for 1224000 slices:3775.548825
Time for 1225000 slices:3775.902693
Time for 1226000 slices:3776.237744
Time for 1227000 slices:3776.604276
Time for 1228000 slices:3776.956381
Time for 1229000 slices:3800.442870
Time for 1230000 slices:3800.737324
Time for 1231000 slices:3801.034054
Time for 1232000 slices:3801.334326
Time for 1233000 slices:3801.628588
Time for 1234000 slices:3801.898026
Time for 1235000 slices:3802.183931
Time for 1236000 slices:3802.464446
Time for 1237000 slices:3802.755380
Time for 1238000 slices:3803.069308
Time for 1239000 slices:3803.380657
Time for 1240000 slices:3803.696176
Time for 1241000 slices:3804.002045
Time for 1242000 slices:3804.313446
Time for 1243000 slices:3804.635819
Time for 1244000 slices:3805.023666
Time for 1245000 slices:3805.361853
Time for 1246000 slices:3805.713186
Time for 1247000 slices:3806.068834
Time for 1248000 slices:3806.411604
Time for 1249000 slices:3806.772313
Time for 1250000 slices:3807.138767
Time for 1251000 slices:3807.490634
Time for 1252000 slices:3807.845704
Time for 1253000 slices:3808.241796
Time for 1254000 slices:3831.992023
Time for 1255000 slices:3832.396299
Time for 1256000 slices:3832.725435
Time for 1257000 slices:3833.039397
Time for 1258000 slices:3833.342446
Time for 1259000 slices:3833.656430
Time for 1260000 slices:3833.983947
Time for 1261000 slices:3834.303942
Time for 1262000 slices:3834.625161
Time for 1263000 slices:3834.957196
Time for 1264000 slices:3835.300404
Time for 1265000 slices:3835.652525
Time for 1266000 slices:3836.027298
Time for 1267000 slices:3836.449722
Time for 1268000 slices:3836.819571
